TotalAmount,CustomerID,Country,CountryRegionCode,Group,PersonID,PersonType,DateFirstPurchase,BirthDate,AGE,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
267.840000,15507,Canada,CA,"North America",9724,IN,"2003-08-01 00:00:00.000000","1966-09-28 00:00:00.000000",59,M,50001-75000,F,0,"Graduate Degree",Professional,1,0
39.980000,15508,Northwest,US,"North America",19118,IN,"2004-01-24 00:00:00.000000","1966-08-08 00:00:00.000000",59,M,50001-75000,F,0,"Graduate Degree",Professional,1,0
39.980000,15509,Northwest,US,"North America",7029,IN,"2003-09-16 00:00:00.000000","1966-02-23 00:00:00.000000",59,M,50001-75000,M,0,"Graduate Degree",Professional,1,0
39.980000,15510,Northwest,US,"North America",6498,IN,"2004-02-23 00:00:00.000000","1966-10-24 00:00:00.000000",59,M,50001-75000,M,5,"Graduate Degree",Professional,1,0
143.540000,15511,Canada,CA,"North America",3405,IN,"2003-10-17 00:00:00.000000","1969-02-11 00:00:00.000000",56,M,50001-75000,F,2,"Graduate Degree",Professional,1,0
61.960000,15512,Northwest,US,"North America",5668,IN,"2004-04-25 00:00:00.000000","1969-08-01 00:00:00.000000",56,M,50001-75000,M,5,"Graduate Degree",Professional,1,0
39.980000,15513,Northwest,US,"North America",10057,IN,"2004-02-17 00:00:00.000000","1969-10-20 00:00:00.000000",56,S,50001-75000,F,5,"Graduate Degree",Professional,1,2
124.990000,15514,Northwest,US,"North America",8330,IN,"2003-11-28 00:00:00.000000","1969-05-19 00:00:00.000000",56,S,50001-75000,F,5,"Graduate Degree",Professional,1,2
7.280000,15515,Northwest,US,"North America",17182,IN,"2004-06-02 00:00:00.000000","1969-04-10 00:00:00.000000",56,M,50001-75000,M,5,"Graduate Degree",Professional,1,2
7.280000,15516,Southwest,US,"North America",17104,IN,"2004-01-04 00:00:00.000000","1969-10-18 00:00:00.000000",56,M,50001-75000,M,5,"Graduate Degree",Professional,1,2
3112.980000,15517,Southwest,US,"North America",15679,IN,"2003-01-02 00:00:00.000000","1969-01-22 00:00:00.000000",56,S,75001-100000,M,3,"Graduate Degree",Professional,1,0
3114.940000,15518,Southwest,US,"North America",13799,IN,"2003-01-17 00:00:00.000000","1969-09-12 00:00:00.000000",56,M,75001-100000,M,3,"Graduate Degree",Professional,1,0
21.980000,15519,Northwest,US,"North America",9267,IN,"2003-10-29 00:00:00.000000","1921-11-10 00:00:00.000000",104,M,0-25000,F,4,"Partial High School",Clerical,0,2
1611.960000,15520,Southwest,US,"North America",13854,IN,"2003-01-08 00:00:00.000000","1965-06-19 00:00:00.000000",60,S,25001-50000,F,0,"Bachelors ",Professional,0,1
3172.950000,15521,Southwest,US,"North America",19902,IN,"2003-02-04 00:00:00.000000","1965-05-25 00:00:00.000000",60,S,75001-100000,F,3,"Bachelors ","Skilled Manual",1,3
26.970000,15522,Northwest,US,"North America",6514,IN,"2004-02-18 00:00:00.000000","1965-09-07 00:00:00.000000",60,M,50001-75000,M,0,"Graduate Degree",Professional,1,0
1631.460000,15523,Northwest,US,"North America",6435,IN,"2003-02-08 00:00:00.000000","1964-02-08 00:00:00.000000",61,S,25001-50000,M,0,"Bachelors ",Professional,1,1
7.280000,15524,Northwest,US,"North America",4453,IN,"2003-11-22 00:00:00.000000","1964-09-15 00:00:00.000000",61,M,25001-50000,M,4,"Bachelors ","Skilled Manual",1,2
1560.430000,15525,Southwest,US,"North America",10075,IN,"2003-02-02 00:00:00.000000","1964-02-12 00:00:00.000000",61,S,25001-50000,F,4,"Bachelors ","Skilled Manual",1,3
188.320000,15526,Canada,CA,"North America",7520,IN,"2003-08-24 00:00:00.000000","1964-06-19 00:00:00.000000",61,S,25001-50000,F,4,"Bachelors ","Skilled Manual",0,2
1622.470000,15527,Southwest,US,"North America",19092,IN,"2003-02-14 00:00:00.000000","1964-04-08 00:00:00.000000",61,S,25001-50000,F,4,"Bachelors ","Skilled Manual",0,2
1676.460000,15528,Northwest,US,"North America",14578,IN,"2003-02-20 00:00:00.000000","1963-04-07 00:00:00.000000",62,M,50001-75000,M,4,"Bachelors ",Professional,1,2
1587.470000,15529,Northwest,US,"North America",17556,IN,"2003-02-06 00:00:00.000000","1963-07-05 00:00:00.000000",62,M,50001-75000,M,4,"Bachelors ",Professional,1,2
846.460000,15530,Canada,CA,"North America",12314,IN,"2004-06-18 00:00:00.000000","1963-04-03 00:00:00.000000",62,S,50001-75000,F,4,"Bachelors ",Professional,0,2
1622.470000,15531,Northwest,US,"North America",9196,IN,"2003-02-06 00:00:00.000000","1963-06-14 00:00:00.000000",62,M,50001-75000,M,4,"Bachelors ",Professional,1,2
1589.750000,15532,Southwest,US,"North America",11507,IN,"2003-02-28 00:00:00.000000","1963-02-04 00:00:00.000000",62,S,50001-75000,M,4,"Bachelors ",Professional,1,2
4.990000,15533,Southwest,US,"North America",3635,IN,"2004-02-20 00:00:00.000000","1968-09-09 00:00:00.000000",57,S,50001-75000,F,0,"Bachelors ",Professional,0,1
3199.440000,15534,Northwest,US,"North America",15031,IN,"2003-02-06 00:00:00.000000","1963-09-22 00:00:00.000000",62,S,50001-75000,M,4,"Bachelors ",Professional,1,2
3099.960000,15535,Southwest,US,"North America",16736,IN,"2003-02-24 00:00:00.000000","1963-11-01 00:00:00.000000",62,M,50001-75000,M,4,"Bachelors ",Professional,1,2
249.530000,15536,Canada,CA,"North America",11810,IN,"2004-01-26 00:00:00.000000","1963-08-13 00:00:00.000000",62,M,50001-75000,F,3,"Graduate Degree",Professional,1,0
1631.460000,15537,Southwest,US,"North America",20039,IN,"2003-02-06 00:00:00.000000","1963-01-23 00:00:00.000000",62,M,50001-75000,F,3,"Graduate Degree",Professional,1,0
1595.410000,15538,Southwest,US,"North America",5475,IN,"2003-02-26 00:00:00.000000","1963-08-28 00:00:00.000000",62,S,50001-75000,M,3,"Graduate Degree",Professional,0,0
64.470000,15539,Southwest,US,"North America",9538,IN,"2004-04-15 00:00:00.000000","1962-01-23 00:00:00.000000",63,S,50001-75000,M,1,"Bachelors ",Professional,0,1
3124.960000,15540,Southwest,US,"North America",14989,IN,"2003-02-24 00:00:00.000000","1962-04-08 00:00:00.000000",63,S,50001-75000,M,1,"Bachelors ",Professional,0,1
61.960000,15541,Southwest,US,"North America",9007,IN,"2004-02-23 00:00:00.000000","1962-04-07 00:00:00.000000",63,S,50001-75000,F,1,"Bachelors ",Professional,0,1
3117.960000,15542,Southwest,US,"North America",10376,IN,"2003-02-21 00:00:00.000000","1962-04-22 00:00:00.000000",63,S,50001-75000,F,1,"Bachelors ",Professional,0,1
180.940000,15543,Canada,CA,"North America",19557,IN,"2003-10-17 00:00:00.000000","1962-03-26 00:00:00.000000",63,S,50001-75000,F,1,"Bachelors ",Professional,1,1
111.950000,15544,Southwest,US,"North America",17361,IN,"2003-10-30 00:00:00.000000","1962-12-14 00:00:00.000000",63,M,50001-75000,M,1,"Partial College","Skilled Manual",1,1
39.980000,15545,Southwest,US,"North America",20456,IN,"2004-01-17 00:00:00.000000","1961-02-10 00:00:00.000000",64,M,25001-50000,F,4,"High School","Skilled Manual",1,2
39.980000,15546,Northwest,US,"North America",6143,IN,"2004-06-20 00:00:00.000000","1961-05-21 00:00:00.000000",64,M,25001-50000,M,4,"High School","Skilled Manual",1,3
1587.470000,15547,Southwest,US,"North America",6812,IN,"2003-02-18 00:00:00.000000","1961-10-06 00:00:00.000000",64,M,50001-75000,F,1,"Partial College","Skilled Manual",1,1
1337.960000,15548,Southwest,US,"North America",20698,IN,"2003-02-26 00:00:00.000000","1960-09-12 00:00:00.000000",65,M,25001-50000,F,4,"High School","Skilled Manual",1,2
574.980000,15549,Canada,CA,"North America",5084,IN,"2003-07-15 00:00:00.000000","1967-06-06 00:00:00.000000",58,S,25001-50000,M,0,"Partial College","Skilled Manual",0,1
4.990000,15550,Northwest,US,"North America",18789,IN,"2004-06-01 00:00:00.000000","1967-05-21 00:00:00.000000",58,S,25001-50000,M,0,"Partial College","Skilled Manual",0,1
1375.260000,15551,Northwest,US,"North America",8235,IN,"2003-02-23 00:00:00.000000","1967-07-06 00:00:00.000000",58,S,25001-50000,F,0,"Partial College","Skilled Manual",1,1
1426.460000,15552,Northwest,US,"North America",18641,IN,"2003-02-20 00:00:00.000000","1967-07-01 00:00:00.000000",58,S,25001-50000,M,0,"Partial College","Skilled Manual",0,1
1372.950000,15553,Southwest,US,"North America",8198,IN,"2003-02-21 00:00:00.000000","1967-06-11 00:00:00.000000",58,S,50001-75000,M,0,"Graduate Degree",Professional,0,1
1357.970000,15554,Southwest,US,"North America",8848,IN,"2003-03-07 00:00:00.000000","1967-09-02 00:00:00.000000",58,S,50001-75000,F,0,"Graduate Degree",Professional,0,1
1371.950000,15555,Southwest,US,"North America",3183,IN,"2003-03-20 00:00:00.000000","1960-10-23 00:00:00.000000",65,M,50001-75000,F,1,"Partial College","Skilled Manual",1,1
588.960000,15556,Canada,CA,"North America",18259,IN,"2003-09-04 00:00:00.000000","1960-05-15 00:00:00.000000",65,M,50001-75000,M,1,"Partial College","Skilled Manual",1,1
1337.960000,15557,Southwest,US,"North America",15092,IN,"2003-03-09 00:00:00.000000","1960-08-14 00:00:00.000000",65,M,50001-75000,M,1,"Partial College","Skilled Manual",1,1
1362.960000,15558,Northwest,US,"North America",3148,IN,"2003-03-05 00:00:00.000000","1960-04-01 00:00:00.000000",65,M,50001-75000,F,1,"Partial College","Skilled Manual",1,1
172.040000,15559,Canada,CA,"North America",13709,IN,"2003-08-16 00:00:00.000000","1959-05-26 00:00:00.000000",66,M,50001-75000,M,5,"Bachelors ",Professional,1,1
4.990000,15560,Northwest,US,"North America",3318,IN,"2003-11-12 00:00:00.000000","1959-03-21 00:00:00.000000",66,M,50001-75000,F,5,"Bachelors ",Professional,1,1
1375.260000,15561,Northwest,US,"North America",16959,IN,"2003-03-05 00:00:00.000000","1959-01-28 00:00:00.000000",66,S,50001-75000,M,4,"Bachelors ",Professional,1,0
1347.970000,15562,Northwest,US,"North America",20590,IN,"2003-03-29 00:00:00.000000","1959-10-21 00:00:00.000000",66,S,50001-75000,F,4,"Bachelors ",Professional,1,0
39.980000,15563,Northwest,US,"North America",16562,IN,"2004-04-07 00:00:00.000000","1959-07-14 00:00:00.000000",66,M,50001-75000,M,4,"Bachelors ",Professional,1,0
188.520000,15564,Canada,CA,"North America",13743,IN,"2003-11-29 00:00:00.000000","1959-02-25 00:00:00.000000",66,M,50001-75000,M,4,"Bachelors ",Professional,0,1
3099.960000,15565,Northwest,US,"North America",16486,IN,"2003-03-02 00:00:00.000000","1959-02-07 00:00:00.000000",66,S,50001-75000,M,2,"Graduate Degree",Professional,1,1
4912.470000,15566,Canada,CA,"North America",5502,IN,"2004-01-08 00:00:00.000000","1959-09-25 00:00:00.000000",66,M,50001-75000,M,2,"Graduate Degree",Professional,1,1
4720.270000,15567,Canada,CA,"North America",8331,IN,"2004-01-23 00:00:00.000000","1959-06-24 00:00:00.000000",66,M,75001-100000,F,4,"Graduate Degree",Professional,1,0
3112.970000,15568,Southwest,US,"North America",5515,IN,"2003-03-29 00:00:00.000000","1958-01-11 00:00:00.000000",68,M,75001-100000,M,1,"Partial College","Skilled Manual",1,1
3077.980000,15569,Northwest,US,"North America",20686,IN,"2003-03-20 00:00:00.000000","1958-02-26 00:00:00.000000",67,M,75001-100000,F,1,"Partial College","Skilled Manual",1,1
1344.960000,15570,Southwest,US,"North America",19254,IN,"2003-03-26 00:00:00.000000","1958-08-12 00:00:00.000000",67,S,50001-75000,F,3,"Bachelors ",Professional,0,1
101.850000,15571,Canada,CA,"North America",16806,IN,"2003-08-01 00:00:00.000000","1958-09-10 00:00:00.000000",67,S,50001-75000,M,1,"Bachelors ",Professional,1,1
104.550000,15572,Canada,CA,"North America",11604,IN,"2004-01-04 00:00:00.000000","1958-03-19 00:00:00.000000",67,M,50001-75000,F,1,"Bachelors ",Professional,1,1
4.990000,15573,Northwest,US,"North America",17399,IN,"2004-04-07 00:00:00.000000","1958-08-25 00:00:00.000000",67,S,50001-75000,M,5,"Bachelors ",Professional,0,2
127.280000,15574,Southwest,US,"North America",14389,IN,"2004-07-10 00:00:00.000000","1958-01-21 00:00:00.000000",67,S,50001-75000,M,5,"Bachelors ",Professional,0,2
2910.899600,15575,Australia,AU,Pacific,4511,IN,"2003-05-02 00:00:00.000000","1968-07-13 00:00:00.000000",57,M,50001-75000,M,2,"Bachelors ",Professional,1,1
4344.088200,15576,Australia,AU,Pacific,4512,IN,"2003-05-27 00:00:00.000000","1970-09-19 00:00:00.000000",55,S,75001-100000,F,4,"Graduate Degree",Management,1,1
143.450000,15577,Australia,AU,Pacific,3382,IN,"2003-10-06 00:00:00.000000","1970-02-25 00:00:00.000000",55,M,75001-100000,F,4,"Graduate Degree",Management,1,1
4509.899600,15578,Australia,AU,Pacific,15624,IN,"2003-05-14 00:00:00.000000","1970-08-20 00:00:00.000000",55,M,75001-100000,F,4,"Graduate Degree",Management,1,1
34.980000,15579,Australia,AU,Pacific,7180,IN,"2003-08-13 00:00:00.000000","1968-01-05 00:00:00.000000",58,S,50001-75000,F,2,"Bachelors ",Professional,1,1
2910.899600,15580,Australia,AU,Pacific,11217,IN,"2003-05-01 00:00:00.000000","1968-02-24 00:00:00.000000",57,M,50001-75000,M,2,"Bachelors ",Professional,1,1
113.940000,15581,Australia,AU,Pacific,3371,IN,"2004-02-10 00:00:00.000000","1968-04-27 00:00:00.000000",57,S,50001-75000,F,2,"Bachelors ",Professional,1,1
2907.558200,15582,Australia,AU,Pacific,18075,IN,"2003-05-31 00:00:00.000000","1968-07-21 00:00:00.000000",57,M,50001-75000,M,2,"Bachelors ",Professional,1,1
66.260000,15583,Australia,AU,Pacific,20653,IN,"2003-12-04 00:00:00.000000","1968-09-28 00:00:00.000000",57,S,50001-75000,F,5,"Bachelors ",Professional,1,3
62.270000,15584,Australia,AU,Pacific,11428,IN,"2003-09-27 00:00:00.000000","1967-04-17 00:00:00.000000",58,M,50001-75000,F,5,"Bachelors ",Professional,1,3
4367.018200,15585,Australia,AU,Pacific,11124,IN,"2003-05-25 00:00:00.000000","1967-03-09 00:00:00.000000",58,M,50001-75000,M,5,"Bachelors ",Professional,1,3
4469.369600,15586,Australia,AU,Pacific,19249,IN,"2003-05-30 00:00:00.000000","1969-08-27 00:00:00.000000",56,M,"greater than 100000",M,1,"Graduate Degree",Management,1,0
4423.379600,15587,Australia,AU,Pacific,3485,IN,"2003-05-22 00:00:00.000000","1969-10-14 00:00:00.000000",56,M,"greater than 100000",F,1,"Graduate Degree",Management,1,1
4486.068200,15588,Australia,AU,Pacific,14320,IN,"2003-05-06 00:00:00.000000","1969-07-07 00:00:00.000000",56,M,"greater than 100000",F,1,"Graduate Degree",Management,1,1
4416.379600,15589,Australia,AU,Pacific,9044,IN,"2003-05-30 00:00:00.000000","1969-04-15 00:00:00.000000",56,M,"greater than 100000",M,1,"Graduate Degree",Management,1,1
4440.048200,15590,Australia,AU,Pacific,10892,IN,"2003-05-28 00:00:00.000000","1969-03-27 00:00:00.000000",56,M,"greater than 100000",M,1,"Graduate Degree",Management,1,0
4346.378200,15591,Australia,AU,Pacific,10176,IN,"2003-05-05 00:00:00.000000","1969-09-22 00:00:00.000000",56,S,"greater than 100000",M,1,"Graduate Degree",Management,1,2
59.980000,15592,Australia,AU,Pacific,6236,IN,"2003-08-06 00:00:00.000000","1967-04-07 00:00:00.000000",58,M,50001-75000,F,5,"Bachelors ",Professional,1,4
116.260000,15593,Australia,AU,Pacific,17187,IN,"2003-09-05 00:00:00.000000","1967-09-19 00:00:00.000000",58,M,50001-75000,F,5,"Bachelors ",Professional,1,4
66.260000,15594,Australia,AU,Pacific,13997,IN,"2004-06-26 00:00:00.000000","1967-03-09 00:00:00.000000",58,S,75001-100000,F,5,"Graduate Degree",Management,1,2
4369.088200,15595,Australia,AU,Pacific,16084,IN,"2003-05-01 00:00:00.000000","1966-02-05 00:00:00.000000",59,M,75001-100000,M,0,"Bachelors ",Professional,1,0
4460.038200,15596,Australia,AU,Pacific,9622,IN,"2003-05-28 00:00:00.000000","1966-01-02 00:00:00.000000",60,S,75001-100000,M,2,"Bachelors ",Professional,1,0
4391.409600,15597,Australia,AU,Pacific,17256,IN,"2003-05-22 00:00:00.000000","1966-02-06 00:00:00.000000",59,M,75001-100000,M,2,"Bachelors ",Professional,1,0
167.930000,15598,Australia,AU,Pacific,14049,IN,"2004-03-22 00:00:00.000000","1965-10-21 00:00:00.000000",60,S,50001-75000,F,3,"Bachelors ",Professional,1,1
81.240000,15599,Australia,AU,Pacific,5646,IN,"2003-10-21 00:00:00.000000","1965-05-21 00:00:00.000000",60,S,50001-75000,M,3,"Bachelors ",Professional,1,2
4590.399600,15600,Australia,AU,Pacific,12577,IN,"2003-05-03 00:00:00.000000","1968-11-02 00:00:00.000000",57,M,50001-75000,M,5,"Bachelors ",Professional,1,4
4429.568200,15601,Australia,AU,Pacific,17319,IN,"2003-05-26 00:00:00.000000","1968-08-12 00:00:00.000000",57,M,50001-75000,F,5,"Bachelors ",Professional,1,4
63.970000,15602,Australia,AU,Pacific,11903,IN,"2003-12-24 00:00:00.000000","1968-01-18 00:00:00.000000",58,S,50001-75000,M,0,"Bachelors ",Professional,0,1
39.970000,15603,Australia,AU,Pacific,19207,IN,"2003-10-02 00:00:00.000000","1964-09-05 00:00:00.000000",61,M,50001-75000,M,3,"Bachelors ",Professional,1,2
66.750000,15604,Australia,AU,Pacific,4084,IN,"2003-12-22 00:00:00.000000","1964-12-14 00:00:00.000000",61,M,50001-75000,M,4,"Bachelors ",Professional,1,2
39.970000,15605,Australia,AU,Pacific,17305,IN,"2004-03-30 00:00:00.000000","1964-08-24 00:00:00.000000",61,M,50001-75000,M,4,"Bachelors ",Professional,0,3
115.930000,15606,Australia,AU,Pacific,3866,IN,"2003-08-31 00:00:00.000000","1964-12-11 00:00:00.000000",61,M,50001-75000,M,4,"Bachelors ",Professional,1,3
88.460000,15607,Australia,AU,Pacific,15601,IN,"2004-05-19 00:00:00.000000","1964-09-22 00:00:00.000000",61,S,50001-75000,M,0,"Bachelors ",Professional,0,1
39.980000,15608,Germany,DE,Europe,8397,IN,"2004-02-29 00:00:00.000000","1973-05-14 00:00:00.000000",52,S,25001-50000,F,0,"Partial College",Clerical,0,1
27.280000,15609,France,FR,Europe,5141,IN,"2004-02-16 00:00:00.000000","1980-02-12 00:00:00.000000",45,S,0-25000,M,0,"Partial High School",Manual,0,2
114.960000,15610,"United Kingdom",GB,Europe,3528,IN,"2004-03-21 00:00:00.000000","1980-10-12 00:00:00.000000",45,S,25001-50000,F,0,"Partial College",Clerical,0,1
54.250000,15611,France,FR,Europe,10141,IN,"2003-12-16 00:00:00.000000","1978-08-11 00:00:00.000000",47,S,25001-50000,F,0,"High School",Manual,1,1
79.970000,15612,"United Kingdom",GB,Europe,9043,IN,"2003-11-09 00:00:00.000000","1978-04-07 00:00:00.000000",47,S,25001-50000,M,0,"High School",Manual,0,1
27.280000,15613,France,FR,Europe,14055,IN,"2003-11-24 00:00:00.000000","1978-09-15 00:00:00.000000",47,S,25001-50000,F,0,"High School",Manual,0,1
6059.180000,15614,"United Kingdom",GB,Europe,7829,IN,"2002-04-15 00:00:00.000000","1974-11-14 00:00:00.000000",51,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,0
70.240000,15615,"United Kingdom",GB,Europe,18695,IN,"2003-09-27 00:00:00.000000","1973-08-16 00:00:00.000000",52,S,25001-50000,F,0,"High School",Manual,0,1
27.280000,15616,France,FR,Europe,6239,IN,"2004-03-24 00:00:00.000000","1973-05-18 00:00:00.000000",52,S,25001-50000,F,0,"High School",Manual,0,1
59.910000,15617,France,FR,Europe,12232,IN,"2003-08-05 00:00:00.000000","1973-08-06 00:00:00.000000",52,S,25001-50000,F,0,"High School",Manual,0,1
24.990000,15618,Germany,DE,Europe,5883,IN,"2003-10-03 00:00:00.000000","1973-02-26 00:00:00.000000",52,M,25001-50000,M,1,"Bachelors ","Skilled Manual",1,1
5908.250000,15619,"United Kingdom",GB,Europe,7930,IN,"2002-04-15 00:00:00.000000","1973-03-26 00:00:00.000000",52,M,25001-50000,M,1,"Bachelors ","Skilled Manual",1,1
5959.720000,15620,"United Kingdom",GB,Europe,7493,IN,"2002-04-07 00:00:00.000000","1973-05-19 00:00:00.000000",52,S,25001-50000,F,0,"Graduate Degree","Skilled Manual",0,0
5977.740000,15621,"United Kingdom",GB,Europe,12059,IN,"2002-04-09 00:00:00.000000","1973-09-26 00:00:00.000000",52,S,25001-50000,F,0,"Graduate Degree","Skilled Manual",1,0
3027.320000,15622,Germany,DE,Europe,1735,IN,"2002-07-17 00:00:00.000000","1972-10-15 00:00:00.000000",53,S,25001-50000,M,0,"High School",Manual,0,1
7246.870000,15623,France,FR,Europe,16138,IN,"2003-02-26 00:00:00.000000","1972-10-11 00:00:00.000000",53,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,1
6989.582500,15624,France,FR,Europe,6830,IN,"2003-02-18 00:00:00.000000","1972-08-11 00:00:00.000000",53,M,25001-50000,M,1,"Bachelors ","Skilled Manual",1,1
7169.390000,15625,Germany,DE,Europe,14610,IN,"2002-08-11 00:00:00.000000","1972-10-17 00:00:00.000000",53,M,25001-50000,M,1,"Partial College",Clerical,1,1
7029.072500,15626,Germany,DE,Europe,5019,IN,"2002-08-31 00:00:00.000000","1972-07-23 00:00:00.000000",53,M,25001-50000,M,1,"Partial College",Clerical,1,1
6943.582500,15627,Germany,DE,Europe,15803,IN,"2002-08-20 00:00:00.000000","1972-12-24 00:00:00.000000",53,S,25001-50000,M,2,"Partial College",Clerical,1,0
63.970000,15628,Germany,DE,Europe,19232,IN,"2004-04-19 00:00:00.000000","1916-10-11 00:00:00.000000",109,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,1
39.980000,15629,Germany,DE,Europe,18780,IN,"2004-07-03 00:00:00.000000","1971-10-02 00:00:00.000000",54,S,0-25000,F,0,"Partial High School",Manual,1,2
5136.370000,15630,"United Kingdom",GB,Europe,16589,IN,"2002-04-26 00:00:00.000000","1971-05-03 00:00:00.000000",54,S,0-25000,F,0,"Partial High School",Manual,0,2
5122.390000,15631,"United Kingdom",GB,Europe,12651,IN,"2002-04-26 00:00:00.000000","1971-11-12 00:00:00.000000",54,S,0-25000,M,0,"Partial High School",Manual,1,2
5245.060000,15632,"United Kingdom",GB,Europe,16616,IN,"2002-05-12 00:00:00.000000","1971-01-09 00:00:00.000000",55,M,0-25000,F,0,"Partial High School",Manual,0,2
68.490000,15633,Germany,DE,Europe,8956,IN,"2003-11-22 00:00:00.000000","1971-08-12 00:00:00.000000",54,S,0-25000,F,0,"Partial High School",Manual,0,2
61.960000,15634,"United Kingdom",GB,Europe,14220,IN,"2003-12-20 00:00:00.000000","1971-05-27 00:00:00.000000",54,S,25001-50000,M,0,"High School",Manual,0,1
116.950000,15635,"United Kingdom",GB,Europe,14364,IN,"2003-11-14 00:00:00.000000","1971-08-24 00:00:00.000000",54,S,25001-50000,F,0,"High School",Manual,0,1
78.960000,15636,Germany,DE,Europe,18035,IN,"2003-12-13 00:00:00.000000","1970-05-25 00:00:00.000000",55,S,25001-50000,M,2,"Partial College",Clerical,1,1
6999.572500,15637,France,FR,Europe,16856,IN,"2003-02-05 00:00:00.000000","1971-07-23 00:00:00.000000",54,S,25001-50000,M,2,"Partial College",Clerical,1,1
5162.370000,15638,"United Kingdom",GB,Europe,4982,IN,"2002-05-22 00:00:00.000000","1941-07-26 00:00:00.000000",84,M,25001-50000,F,1,"Bachelors ",Clerical,1,0
34.570000,15639,Australia,AU,Pacific,8122,IN,"2003-10-08 00:00:00.000000","1980-03-02 00:00:00.000000",45,M,0-25000,F,0,"Partial College",Manual,0,1
34.570000,15640,Australia,AU,Pacific,19011,IN,"2003-08-01 00:00:00.000000","1980-04-16 00:00:00.000000",45,S,0-25000,M,0,"Partial College",Manual,1,1
96.750000,15641,Australia,AU,Pacific,3870,IN,"2003-10-24 00:00:00.000000","1978-05-04 00:00:00.000000",47,M,0-25000,M,0,"Partial College",Manual,1,1
3772.409600,15642,Australia,AU,Pacific,4856,IN,"2003-05-04 00:00:00.000000","1977-08-24 00:00:00.000000",48,S,0-25000,F,0,"High School",Manual,1,2
3807.399600,15643,Australia,AU,Pacific,12776,IN,"2003-05-03 00:00:00.000000","1977-09-20 00:00:00.000000",48,S,0-25000,M,0,"High School",Manual,1,2
3803.679600,15644,Australia,AU,Pacific,9859,IN,"2003-05-15 00:00:00.000000","1979-08-20 00:00:00.000000",46,S,0-25000,F,1,"High School",Manual,0,0
3785.078200,15645,Australia,AU,Pacific,13642,IN,"2003-05-06 00:00:00.000000","1979-03-12 00:00:00.000000",46,M,0-25000,M,0,"Bachelors ",Clerical,0,0
3804.078200,15646,Australia,AU,Pacific,19528,IN,"2003-05-19 00:00:00.000000","1978-11-03 00:00:00.000000",47,S,0-25000,F,1,"High School",Manual,0,0
3764.068200,15647,Australia,AU,Pacific,12192,IN,"2003-05-10 00:00:00.000000","1978-11-20 00:00:00.000000",47,M,0-25000,F,0,"Bachelors ",Clerical,1,0
3807.399600,15648,Australia,AU,Pacific,8162,IN,"2003-05-01 00:00:00.000000","1978-09-04 00:00:00.000000",47,M,0-25000,M,0,"Bachelors ",Clerical,1,0
3048.310000,15649,Germany,DE,Europe,14053,IN,"2002-08-13 00:00:00.000000","1943-04-11 00:00:00.000000",82,M,25001-50000,F,1,"Bachelors ",Clerical,1,0
114.960000,15650,France,FR,Europe,5562,IN,"2004-06-16 00:00:00.000000","1961-02-03 00:00:00.000000",64,S,0-25000,M,1,"Partial College",Manual,0,0
2746.552500,15651,France,FR,Europe,7267,IN,"2003-02-14 00:00:00.000000","1961-07-13 00:00:00.000000",64,S,0-25000,F,1,"Partial College",Manual,0,0
5160.080000,15652,"United Kingdom",GB,Europe,11536,IN,"2002-05-20 00:00:00.000000","1961-05-25 00:00:00.000000",64,M,25001-50000,F,4,"Graduate Degree",Clerical,1,0
5204.060000,15653,"United Kingdom",GB,Europe,11842,IN,"2002-05-12 00:00:00.000000","1961-06-07 00:00:00.000000",64,S,25001-50000,M,3,"Graduate Degree",Clerical,1,0
24.990000,15654,France,FR,Europe,7935,IN,"2003-12-12 00:00:00.000000","1960-03-12 00:00:00.000000",65,S,0-25000,M,1,"High School",Manual,0,1
2753.822500,15655,Germany,DE,Europe,9774,IN,"2002-08-25 00:00:00.000000","1960-11-02 00:00:00.000000",65,M,0-25000,F,1,"Partial College",Manual,1,0
2992.330000,15656,Germany,DE,Europe,5634,IN,"2002-08-13 00:00:00.000000","1960-06-15 00:00:00.000000",65,S,0-25000,M,1,"Partial College",Manual,0,0
5251.340000,15657,"United Kingdom",GB,Europe,13857,IN,"2002-05-08 00:00:00.000000","1960-06-20 00:00:00.000000",65,M,25001-50000,M,3,"Graduate Degree",Clerical,1,0
64.970000,15658,France,FR,Europe,19381,IN,"2004-03-04 00:00:00.000000","1959-08-16 00:00:00.000000",66,S,0-25000,F,1,"High School",Manual,0,1
3047.810000,15659,Germany,DE,Europe,8933,IN,"2002-08-19 00:00:00.000000","1959-02-14 00:00:00.000000",66,M,0-25000,F,2,"Partial College",Manual,1,1
5169.070000,15660,"United Kingdom",GB,Europe,20544,IN,"2002-06-19 00:00:00.000000","1959-09-02 00:00:00.000000",66,M,0-25000,F,2,"Partial College",Manual,1,1
5208.040000,15661,"United Kingdom",GB,Europe,18450,IN,"2002-06-08 00:00:00.000000","1959-08-20 00:00:00.000000",66,M,25001-50000,M,3,"Graduate Degree",Clerical,1,0
